SLURM JOB 4415425
SLURM TASK 2 / 4
checking depth 0 masks (189 02)
checking depth 0 masks (89 02)
checking depth 0 masks (16a 02)
checking depth 0 masks (18a 02)
checking depth 0 masks (8a 02)
checking depth 0 masks (16b 02)
checking depth 0 masks (18b 02)
checking depth 0 masks (8b 02)
checking depth 0 masks (103 02)
checking depth 0 masks (ef 02)
checking depth 0 masks (133 02)
checking depth 0 masks (9f 02)
checking depth 0 masks (bb 02)
checking depth 0 masks (ab 02)
checking depth 0 masks (ca 02)
checking depth 0 masks (ac 02)
checking depth 0 masks (a5 02)
checking depth 0 masks (d5 02)
checking depth 0 masks (ad 02)
checking depth 0 masks (7d 02)
checking depth 0 masks (a6 02)
checking depth 0 masks (d6 02)
checking depth 0 masks (ae 02)
checking depth 0 masks (a7 02)
checking depth 0 masks (7e 02)
checking depth 0 masks (d7 02)
checking depth 0 masks (af 02)
checking depth 0 masks (7f 02)
checking depth 0 masks (d1 02)
checking depth 0 masks (b6 02)
checking depth 0 masks (c6 02)
checking depth 0 masks (95 02)
checking depth 0 masks (b7 02)
checking depth 0 masks (d2 02)
checking depth 0 masks (c7 02)
checking depth 0 masks (96 02)
checking depth 0 masks (d3 02)
checking depth 0 masks (97 02)
checking depth 0 masks (cb 02)
checking depth 0 masks (01 02)
checking depth 0 masks (02 02)
checking depth 0 masks (03 02)

depth 0:             0 = 2^  -inf nodes,             0 = 2^  -inf leaves,             0 = 2^  -inf non-leaves (-nan %)
  - - - - - - - - - - - - - - - - |
  - - - - - - - - - - - - - - - - |
  - - - - - - - - - - - - - - - - |
  - - - - - - - - - - - - - - - - |
  - - - - - - - - - - - - - - - - |
  - - - - - - - - - - - - - - - - |
  - - - - - - - - - - - - - - - - |
  - - - - - - - - - - - - - - - - |
  - 
FULL STAT total: 0 = -inf
depth 1:             0 = 2^  -inf nodes,             0 = 2^  -inf leaves,             0 = 2^  -inf non-leaves (-nan %)
  - - - - - - - - - - - - - - - - |
  - - - - - - - - - - - - - - - - |
  - - - - - - - - - - - - - - - - |
  - - - - - - - - - - - - - - - - |
  - - - - - - - - - - - - - - - - |
  - - - - - - - - - - - - - - - - |
  - - - - - - - - - - - - - - - - |
  - - - - - - - - - - - - - - - - |
  - 
FULL STAT total: 0 = -inf
depth 2:           512 = 2^  9.00 nodes,             0 = 2^  -inf leaves,           512 = 2^  9.00 non-leaves (100.00 %)
  - - - - - - - - - - - - - - - - |
  - - - - - - - - - - - - - - - - |
  - - - - - - - - - - - - - - - - |
  - - - - - - - - - - - - - - - - |
  - - - - - - - - - - - - - - - - |
  - - - - - - - - - - - - - - - - |
  - - - - - - - -  2.58 - - - - - - - |
   5.58 - - - - - - -  6.98 - - - - - - - |
   7.32 
FULL STAT total: 340 = 8.41
depth 3:        524288 = 2^ 19.00 nodes,             0 = 2^  -inf leaves,        524288 = 2^ 19.00 non-leaves (100.00 %)
  - - - - - - - - - - - - - - - - |
  - - - - - - - - - - - - - - - - |
  - - - -  3.32 - - -  7.86 - - - 11.06 - - - |
  13.36 - - - 14.98 - - - 16.03 - - - 16.60 - - - |
  16.74 - - - 16.51 - - - 15.91 - - - 14.94 - - - |
  13.61 - - - 11.87 - - -  9.54 - - -  6.21 - - - |
  - - - - - - - - - - - - - - - - |
  - - - - - - - - - - - - - - - - |
  - 
FULL STAT total: 524288 = 19.00
depth 4:     536870912 = 2^ 29.00 nodes,     235724554 = 2^ 27.81 leaves,     301146358 = 2^ 28.17 non-leaves (56.09 %)
  - - - - - -  0.00 -  5.86 - 10.16 - 13.70 - 16.62 - |
  19.01 - 20.97 - 22.55 - 23.80 - 24.76 - 25.45 - 25.91 - 26.16 - |
  26.21 - 26.07 - 25.76 - 25.29 - 24.65 - 23.86 - 22.92 - 21.81 - |
  20.54 - 19.09 - 17.43 - 15.54 - 13.35 - 10.82 -  7.66 -  3.17 - |
  - - - - - - - - - - - - - - - - |
  - - - - - - - - - - - - - - - - |
  - - - - - - - - - - - - - - - - |
  - - - - - - - - - - - - - - - - |
  - 
FULL STAT total: 536870912 = 29.00
depth 5:  308373870592 = 2^ 38.17 nodes,  308279001441 = 2^ 38.17 leaves,      94869151 = 2^ 26.50 non-leaves (0.03 %)
  -  5.75 10.72 15.03 18.58 21.55 24.06 26.21 28.05 29.61 30.92 32.03 32.94 33.67 34.23 34.64 |
  34.91 35.04 35.04 34.92 34.69 34.36 33.93 33.42 32.83 32.17 31.44 30.65 29.79 28.87 27.89 26.83 |
  25.71 24.52 23.24 21.89 20.44 18.90 17.25 15.49 13.57 11.53  9.38  7.00  3.91  1.58 - - |
  - - - - - - - - - - - - - - - - |
  - - - - - - - - - - - - - - - - |
  - - - - - - - - - - - - - - - - |
  - - - - - - - - - - - - - - - - |
  - - - - - - - - - - - - - - - - |
  - 
FULL STAT total: 308373870592 = 38.17
depth 6:   97146010624 = 2^ 36.50 nodes,   97146009676 = 2^ 36.50 leaves,           948 = 2^  9.89 non-leaves (0.00 %)
  - -  7.11 12.52 16.76 20.20 23.03 25.36 27.29 28.88 30.19 31.25 32.08 32.72 33.18 33.47 |
  33.60 33.57 33.38 33.03 32.52 31.83 30.95 29.87 28.57 27.04 25.26 23.24 20.98 18.52 15.84 12.93 |
   9.73  6.48  3.46 - - - - - - - - - - - - - |
  - - - - - - - - - - - - - - - - |
  - - - - - - - - - - - - - - - - |
  - - - - - - - - - - - - - - - - |
  - - - - - - - - - - - - - - - - |
  - - - - - - - - - - - - - - - - |
  - 
FULL STAT total: 97146010624 = 36.50
depth 7:        970752 = 2^ 19.89 nodes,        970752 = 2^ 19.89 leaves,             0 = 2^  -inf non-leaves (0.00 %)
  - - - - -  2.58  4.86  8.31 10.69 12.44 13.82 14.89 15.68 16.28 16.67 16.92 |
  16.99 16.94 16.71 16.33 15.75 14.99 13.97 12.64 10.94  8.70  5.64  2.81 - - - - |
  - - - - - - - - - - - - - - - - |
  - - - - - - - - - - - - - - - - |
  - - - - - - - - - - - - - - - - |
  - - - - - - - - - - - - - - - - |
  - - - - - - - - - - - - - - - - |
  - - - - - - - - - - - - - - - - |
  - 
FULL STAT total: 970752 = 19.89
depth 8:             0 = 2^  -inf nodes,             0 = 2^  -inf leaves,             0 = 2^  -inf non-leaves (-nan %)
  - - - - - - - - - - - - - - - - |
  - - - - - - - - - - - - - - - - |
  - - - - - - - - - - - - - - - - |
  - - - - - - - - - - - - - - - - |
  - - - - - - - - - - - - - - - - |
  - - - - - - - - - - - - - - - - |
  - - - - - - - - - - - - - - - - |
  - - - - - - - - - - - - - - - - |
  - 
FULL STAT total: 0 = -inf
depth 9:             0 = 2^  -inf nodes,             0 = 2^  -inf leaves,             0 = 2^  -inf non-leaves (-nan %)
  - - - - - - - - - - - - - - - - |
  - - - - - - - - - - - - - - - - |
  - - - - - - - - - - - - - - - - |
  - - - - - - - - - - - - - - - - |
  - - - - - - - - - - - - - - - - |
  - - - - - - - - - - - - - - - - |
  - - - - - - - - - - - - - - - - |
  - - - - - - - - - - - - - - - - |
  - 
FULL STAT total: 0 = -inf
depth 10:             0 = 2^  -inf nodes,             0 = 2^  -inf leaves,             0 = 2^  -inf non-leaves (-nan %)
  - - - - - - - - - - - - - - - - |
  - - - - - - - - - - - - - - - - |
  - - - - - - - - - - - - - - - - |
  - - - - - - - - - - - - - - - - |
  - - - - - - - - - - - - - - - - |
  - - - - - - - - - - - - - - - - |
  - - - - - - - - - - - - - - - - |
  - - - - - - - - - - - - - - - - |
  - 
FULL STAT total: 0 = -inf
  total:  406058247680 = 2^ 38.56 nodes,  405661706423 = 2^ 38.56 leaves
  prefix   skips: 261632 = 2^ 18.00
  prefix checked: 512 = 2^  9.00
Sat Nov 23 16:20:43 CET 2024
